product_id,product_name,brand,category,sub_category,description,price,cost_price,discount_percentage,final_price,stock_quantity,reorder_level,supplier_name,sku,rating,total_reviews,total_sold,warranty_months,weight,color,specifications,launch_date,status,image_url
P0039,Dell Tablet,Dell,Electronics,Tablet,"This tablet by Dell combines quality materials with an attractive design, perfect for daily needs.",29980.0,21760.05,15,25483.0,23,5,Dell India Distributors,SKU-ELE-0039,3.9,9,44,0,12.13,Grey,"Grey, 12.13kg",2025-06-09,Active,https://source.unsplash.com/400x400/?tablet&sig=39
P0040,Nikon Camera,Nikon,Electronics,Camera,"A budget-friendly yet durable camera from Nikon, ideal for households looking for good value.",100210.0,73025.46,10,90189.0,456,69,Nikon India Distributors,SKU-ELE-0040,4.0,6,29,12,1.53,Black,"Black, 1.53kg, Warranty: 12 months",2025-12-19,Active,https://source.unsplash.com/400x400/?camera&sig=40
P0041,Nilkamal Sofa,Nilkamal,Furniture,Sofa,"Experience top performance with the Nilkamal sofa, trusted by thousands of happy customers across India.",23510.0,15785.39,15,19983.5,425,56,Nilkamal India Distributors,SKU-FUR-0041,3.4,7,40,12,5.02,Beige,"Beige, 5.02kg, Warranty: 12 months",2025-12-23,Active,https://source.unsplash.com/400x400/?sofa+furniture&sig=41
P0042,Cosco Yoga Mat,Cosco,Sports,Yoga Mat,"This yoga mat by Cosco combines quality materials with an attractive design, perfect for daily needs.",511.0,381.96,5,485.45,362,46,Cosco India Distributors,SKU-SPO-0042,2.4,5,41,0,10.77,Blue,"Blue, 10.77kg",2025-08-15,Inactive,https://source.unsplash.com/400x400/?yoga+mat&sig=42
P0043,Adidas Cricket Bat,Adidas,Sports,Cricket Bat,"Adidas brings you this premium cricket bat, built to last with modern features that customers love.",4630.0,3925.66,25,3472.5,57,5,Adidas India Distributors,SKU-SPO-0043,3.5,6,35,0,4.82,Black,"Black, 4.82kg",2024-11-28,Active,https://source.unsplash.com/400x400/?cricket+bat&sig=43
P0044,Pepperfry Table,Pepperfry,Furniture,Table,"A reliable table from Pepperfry, designed for everyday use with a great balance of performance and value.",11970.0,8573.43,0,11970.0,36,10,Pepperfry India Distributors,SKU-FUR-0044,4.2,13,56,36,12.28,Brown,"Brown, 12.28kg, Warranty: 36 months",2025-10-12,Out of Stock,https://source.unsplash.com/400x400/?table+furniture&sig=44
P0045,Whirlpool Mixer Grinder,Whirlpool,Home Appliances,Mixer Grinder,"A reliable mixer grinder from Whirlpool, designed for everyday use with a great balance of performance and value.",3610.0,2898.39,20,2888.0,201,32,Whirlpool India Distributors,SKU-HOM-0045,3.8,17,65,0,19.84,Blue,"Blue, 19.84kg",2024-11-25,Active,https://source.unsplash.com/400x400/?mixer+grinder+kitchen&sig=45
P0046,Ray-Ban Shoes,Ray-Ban,Fashion,Shoes,"Experience top performance with the Ray-Ban shoes, trusted by thousands of happy customers across India.",900.0,708.2,0,900.0,314,47,Ray-Ban India Distributors,SKU-FAS-0046,3.2,6,43,0,7.31,Brown,"Brown, 7.31kg",2025-12-11,Active,https://source.unsplash.com/400x400/?shoes&sig=46
P0047,Pepperfry Bookshelf,Pepperfry,Furniture,Bookshelf,"Experience top performance with the Pepperfry bookshelf, trusted by thousands of happy customers across India.",5220.0,3552.21,30,3654.0,46,7,Pepperfry India Distributors,SKU-FUR-0047,3.8,9,59,24,11.9,White,"White, 11.9kg, Warranty: 24 months",2025-02-26,Out of Stock,https://source.unsplash.com/400x400/?bookshelf&sig=47
P0048,Xiaomi Power Bank,Xiaomi,Electronics,Power Bank,"Xiaomi brings you this premium power bank, built to last with modern features that customers love.",2330.0,1602.42,5,2213.5,89,7,Xiaomi India Distributors,SKU-ELE-0048,4.0,7,38,0,0.54,Red,"Red, 0.54kg",2025-10-17,Active,https://source.unsplash.com/400x400/?power+bank&sig=48
P0049,Havells Refrigerator,Havells,Home Appliances,Refrigerator,"A reliable refrigerator from Havells, designed for everyday use with a great balance of performance and value.",41470.0,29497.16,10,37323.0,78,10,Havells India Distributors,SKU-HOM-0049,3.7,6,45,6,2.84,Silver,"Silver, 2.84kg, Warranty: 6 months",2025-06-14,Active,https://source.unsplash.com/400x400/?refrigerator&sig=49
P0050,Nikon MacBook Air,Nikon,Electronics,Laptop,"Nikon brings you this premium laptop, built to last with modern features that customers love.",66460.0,47450.33,0,66460.0,59,5,Nikon India Distributors,SKU-ELE-0050,3.6,5,44,0,11.85,Gold,"Gold, 11.85kg",2025-05-26,Active,https://source.unsplash.com/400x400/?laptop&sig=50
P0051,Lenovo Headphones,Lenovo,Electronics,Headphones,"Lenovo brings you this premium headphones, built to last with modern features that customers love.",4160.0,3112.75,15,3536.0,121,10,Lenovo India Distributors,SKU-ELE-0051,4.0,5,44,24,9.08,Silver,"Silver, 9.08kg, Warranty: 24 months",2025-07-12,Inactive,https://source.unsplash.com/400x400/?headphones&sig=51
P0052,Scholastic Self-Help,Scholastic,Books,Self-Help,"A budget-friendly yet durable self-help from Scholastic, ideal for households looking for good value.",663.0,462.54,10,596.7,79,12,Scholastic India Distributors,SKU-BOO-0052,3.8,4,38,0,1.12,Pink,"Pink, 1.12kg",2024-12-08,Active,https://source.unsplash.com/400x400/?self+help+book&sig=52
P0053,Adidas Kurta,Adidas,Fashion,Kurta,"Adidas brings you this premium kurta, built to last with modern features that customers love.",2260.0,1887.33,0,2260.0,451,51,Adidas India Distributors,SKU-FAS-0053,3.8,8,41,0,18.05,Black,"Black, 18.05kg",2026-02-04,Active,https://source.unsplash.com/400x400/?kurta+indian+fashion&sig=53
P0054,Yonex Cycling Helmet,Yonex,Sports,Cycling Helmet,"Experience top performance with the Yonex cycling helmet, trusted by thousands of happy customers across India.",2290.0,1814.41,30,1603.0,114,26,Yonex India Distributors,SKU-SPO-0054,3.5,8,73,0,12.12,Beige,"Beige, 12.12kg",2024-10-15,Inactive,https://source.unsplash.com/400x400/?cycling+helmet&sig=54
P0055,LG Microwave Oven,LG,Home Appliances,Microwave Oven,"Experience top performance with the LG microwave oven, trusted by thousands of happy customers across India.",8340.0,5878.28,5,7923.0,114,8,LG India Distributors,SKU-HOM-0055,3.0,4,44,0,17.15,Beige,"Beige, 17.15kg",2025-12-26,Active,https://source.unsplash.com/400x400/?microwave+oven&sig=55
P0056,Allen Solly Jacket,Allen Solly,Fashion,Jacket,"A budget-friendly yet durable jacket from Allen Solly, ideal for households looking for good value.",4750.0,3452.44,20,3800.0,183,23,Allen Solly India Distributors,SKU-FAS-0056,3.8,4,32,0,14.84,Black,"Black, 14.84kg",2025-03-18,Inactive,https://source.unsplash.com/400x400/?jacket+fashion&sig=56
P0057,OnePlus Power Bank,OnePlus,Electronics,Power Bank,"A reliable power bank from OnePlus, designed for everyday use with a great balance of performance and value.",2010.0,1596.17,10,1809.0,129,22,OnePlus India Distributors,SKU-ELE-0057,3.4,8,36,0,5.68,Beige,"Beige, 5.68kg",2025-01-29,Active,https://source.unsplash.com/400x400/?power+bank&sig=57
P0058,Levis Shoes,Levis,Fashion,Shoes,"Levis brings you this premium shoes, built to last with modern features that customers love.",5410.0,4535.79,10,4869.0,441,30,Levis India Distributors,SKU-FAS-0058,4.2,5,43,0,2.99,Pink,"Pink, 2.99kg",2026-02-05,Active,https://source.unsplash.com/400x400/?shoes&sig=58
P0059,Woodland T-Shirt,Woodland,Fashion,T-Shirt,"This t-shirt by Woodland combines quality materials with an attractive design, perfect for daily needs.",1953.0,1396.22,30,1367.1,115,17,Woodland India Distributors,SKU-FAS-0059,4.5,11,30,0,15.69,Black,"Black, 15.69kg",2024-10-04,Active,https://source.unsplash.com/400x400/?tshirt+fashion&sig=59
P0060,Nivea Sunscreen,Nivea,Beauty,Sunscreen,"Experience top performance with the Nivea sunscreen, trusted by thousands of happy customers across India.",1150.0,811.83,10,1035.0,1,5,Nivea India Distributors,SKU-BEA-0060,4.1,9,54,0,6.51,Pink,"Pink, 6.51kg",2026-06-07,Out of Stock,https://source.unsplash.com/400x400/?sunscreen+spf&sig=60
P0061,Mamaearth Perfume,Mamaearth,Beauty,Perfume,"Experience top performance with the Mamaearth perfume, trusted by thousands of happy customers across India.",2660.0,2163.56,10,2394.0,153,13,Mamaearth India Distributors,SKU-BEA-0061,4.5,4,23,0,18.27,Green,"Green, 18.27kg",2025-04-01,Active,https://source.unsplash.com/400x400/?perfume+bottle&sig=61
P0062,Lenovo Headphones,Lenovo,Electronics,Headphones,"Experience top performance with the Lenovo headphones, trusted by thousands of happy customers across India.",13580.0,9081.46,5,12901.0,194,16,Lenovo India Distributors,SKU-ELE-0062,4.9,8,51,6,16.22,Black,"Black, 16.22kg, Warranty: 6 months",2025-02-07,Active,https://source.unsplash.com/400x400/?headphones&sig=62
P0063,Yonex Football,Yonex,Sports,Football,"A reliable football from Yonex, designed for everyday use with a great balance of performance and value.",2540.0,2000.18,10,2286.0,6,5,Yonex India Distributors,SKU-SPO-0063,4.3,3,39,0,3.52,Black,"Black, 3.52kg",2026-01-28,Inactive,https://source.unsplash.com/400x400/?football&sig=63
P0064,SG Cricket Bat,SG,Sports,Cricket Bat,"A reliable cricket bat from SG, designed for everyday use with a great balance of performance and value.",6170.0,4036.06,0,6170.0,376,53,SG India Distributors,SKU-SPO-0064,4.3,3,24,0,3.65,Pink,"Pink, 3.65kg",2025-05-08,Inactive,https://source.unsplash.com/400x400/?cricket+bat&sig=64
P0065,SG Badminton Racket,SG,Sports,Badminton Racket,"SG brings you this premium badminton racket, built to last with modern features that customers love.",6460.0,4211.14,0,6460.0,246,35,SG India Distributors,SKU-SPO-0065,4.1,11,41,0,12.06,Gold,"Gold, 12.06kg",2024-12-27,Active,https://source.unsplash.com/400x400/?badminton+racket&sig=65
P0066,Urban Ladder Sofa,Urban Ladder,Furniture,Sofa,"A reliable sofa from Urban Ladder, designed for everyday use with a great balance of performance and value.",23980.0,17883.84,10,21582.0,4,5,Urban Ladder India Distributors,SKU-FUR-0066,3.0,6,38,0,2.66,Grey,"Grey, 2.66kg",2024-09-21,Inactive,https://source.unsplash.com/400x400/?sofa+furniture&sig=66
P0067,Bloomsbury Self-Help,Bloomsbury,Books,Self-Help,"Bloomsbury brings you this premium self-help, built to last with modern features that customers love.",270.0,224.76,0,270.0,85,11,Bloomsbury India Distributors,SKU-BOO-0067,2.8,6,41,0,9.68,White,"White, 9.68kg",2026-07-08,Active,https://source.unsplash.com/400x400/?self+help+book&sig=67
P0068,Fortune Dairy Products,Fortune,Groceries,Dairy Products,"A reliable dairy products from Fortune, designed for everyday use with a great balance of performance and value.",496.0,344.67,10,446.4,156,11,Fortune India Distributors,SKU-GRO-0068,4.3,6,36,0,3.86,Green,"Green, 3.86kg",2026-04-18,Inactive,https://source.unsplash.com/400x400/?dairy+milk+products&sig=68
P0069,Rupa Publications Children's Books,Rupa Publications,Books,Children's Books,"A reliable children's books from Rupa Publications, designed for everyday use with a great balance of performance and value.",400.0,314.35,5,380.0,429,54,Rupa Publications India Distributors,SKU-BOO-0069,3.8,8,38,0,22.91,Pink,"Pink, 22.91kg",2025-05-11,Active,https://source.unsplash.com/400x400/?children+books&sig=69
P0070,LOreal Face Cream,LOreal,Beauty,Face Cream,"This face cream by LOreal combines quality materials with an attractive design, perfect for daily needs.",1650.0,1307.23,0,1650.0,366,20,LOreal India Distributors,SKU-BEA-0070,4.7,13,47,0,9.83,Brown,"Brown, 9.83kg",2025-01-05,Active,https://source.unsplash.com/400x400/?face+cream+skincare&sig=70
P0071,Samsung Water Purifier,Samsung,Home Appliances,Water Purifier,"This water purifier by Samsung combines quality materials with an attractive design, perfect for daily needs.",13250.0,11155.4,10,11925.0,55,5,Samsung India Distributors,SKU-HOM-0071,3.9,7,29,24,12.41,Brown,"Brown, 12.41kg, Warranty: 24 months",2025-06-29,Active,https://source.unsplash.com/400x400/?water+purifier&sig=71
P0072,Mamaearth Shampoo,Mamaearth,Beauty,Shampoo,"A budget-friendly yet durable shampoo from Mamaearth, ideal for households looking for good value.",973.0,697.34,10,875.7,161,18,Mamaearth India Distributors,SKU-BEA-0072,4.3,9,45,0,20.55,Green,"Green, 20.55kg",2026-02-07,Active,https://source.unsplash.com/400x400/?shampoo+hair+care&sig=72
P0073,Havells Air Conditioner,Havells,Home Appliances,Air Conditioner,"This air conditioner by Havells combines quality materials with an attractive design, perfect for daily needs.",48710.0,39227.06,10,43839.0,325,21,Havells India Distributors,SKU-HOM-0073,3.6,8,44,0,11.9,Blue,"Blue, 11.9kg",2026-03-01,Active,https://source.unsplash.com/400x400/?air+conditioner&sig=73
P0074,Nivia Dumbbells,Nivia,Sports,Dumbbells,"Nivia brings you this premium dumbbells, built to last with modern features that customers love.",2480.0,2033.27,5,2356.0,130,15,Nivia India Distributors,SKU-SPO-0074,3.7,7,30,0,20.71,Black,"Black, 20.71kg",2025-03-10,Out of Stock,https://source.unsplash.com/400x400/?dumbbells+gym&sig=74
P0075,Whirlpool Mixer Grinder,Whirlpool,Home Appliances,Mixer Grinder,"A reliable mixer grinder from Whirlpool, designed for everyday use with a great balance of performance and value.",2260.0,1783.49,5,2147.0,153,25,Whirlpool India Distributors,SKU-HOM-0075,3.4,10,50,0,2.74,Gold,"Gold, 2.74kg",2026-07-26,Active,https://source.unsplash.com/400x400/?mixer+grinder+kitchen&sig=75
P0076,Whirlpool Washing Machine,Whirlpool,Home Appliances,Washing Machine,"Whirlpool brings you this premium washing machine, built to last with modern features that customers love.",13450.0,9725.01,0,13450.0,101,7,Whirlpool India Distributors,SKU-HOM-0076,3.5,13,34,24,18.61,Beige,"Beige, 18.61kg, Warranty: 24 months",2025-12-01,Active,https://source.unsplash.com/400x400/?washing+machine&sig=76
P0077,Amul Rice,Amul,Groceries,Rice,"A budget-friendly yet durable rice from Amul, ideal for households looking for good value.",794.0,569.67,0,794.0,108,9,Amul India Distributors,SKU-GRO-0077,3.0,5,48,0,12.63,Black,"Black, 12.63kg",2025-01-31,Active,https://source.unsplash.com/400x400/?rice+grains&sig=77
P0078,Adidas Yoga Mat,Adidas,Sports,Yoga Mat,"This yoga mat by Adidas combines quality materials with an attractive design, perfect for daily needs.",1020.0,856.44,25,765.0,244,35,Adidas India Distributors,SKU-SPO-0078,3.1,8,49,0,10.65,Blue,"Blue, 10.65kg",2025-03-27,Active,https://source.unsplash.com/400x400/?yoga+mat&sig=78
