order_item_id,order_id,product_id,quantity,unit_price,discount,subtotal
OI000062,ORD00022,P0321,2,170.4,0.0,340.8
OI000063,ORD00022,P0393,2,472.0,0.0,944.0
OI000064,ORD00023,P0316,3,6298.5,0.0,18895.5
OI000065,ORD00023,P0023,2,4870.0,0.0,9740.0
OI000066,ORD00023,P0135,1,10960.0,548.0,10412.0
OI000067,ORD00023,P0383,3,39427.5,0.0,118282.5
OI000068,ORD00023,P0367,1,180.75,0.0,180.75
OI000069,ORD00024,P0255,1,56373.0,0.0,56373.0
OI000070,ORD00025,P0306,2,1472.0,0.0,2944.0
OI000071,ORD00025,P0041,1,19983.5,399.67,19583.83
OI000072,ORD00025,P0263,1,1287.0,0.0,1287.0
OI000073,ORD00025,P0102,2,509.0,50.9,967.1
OI000074,ORD00026,P0256,3,10179.0,610.74,29926.26
OI000075,ORD00027,P0063,2,2286.0,0.0,4572.0
OI000076,ORD00027,P0400,3,11276.5,0.0,33829.5
OI000077,ORD00027,P0151,2,7542.0,0.0,15084.0
OI000078,ORD00028,P0297,2,3416.0,0.0,6832.0
OI000079,ORD00028,P0097,2,2859.5,0.0,5719.0
OI000080,ORD00029,P0119,2,1730.0,0.0,3460.0
OI000081,ORD00030,P0191,2,821.75,0.0,1643.5
OI000082,ORD00030,P0263,1,1287.0,64.35,1222.65
OI000083,ORD00030,P0092,3,593.6,89.04,1691.76
OI000084,ORD00030,P0230,2,112208.0,0.0,224416.0
OI000085,ORD00030,P0309,1,4870.0,0.0,4870.0
OI000086,ORD00031,P0006,1,5196.5,259.82,4936.68
OI000087,ORD00031,P0168,2,8036.0,0.0,16072.0
OI000088,ORD00031,P0210,1,1050.6,0.0,1050.6
OI000089,ORD00031,P0348,2,12978.0,1297.8,24658.2
OI000090,ORD00031,P0191,2,821.75,0.0,1643.5
OI000091,ORD00032,P0357,2,7182.5,287.3,14077.7
OI000092,ORD00033,P0010,2,11568.0,0.0,23136.0
OI000093,ORD00033,P0393,2,472.0,18.88,925.12
OI000094,ORD00034,P0187,1,2135.0,0.0,2135.0
OI000095,ORD00034,P0236,1,6860.0,0.0,6860.0
OI000096,ORD00034,P0396,3,50100.0,0.0,150300.0
OI000097,ORD00035,P0267,1,69400.0,0.0,69400.0
OI000098,ORD00035,P0088,2,52820.0,2112.8,103527.2
OI000099,ORD00036,P0045,3,2888.0,0.0,8664.0
OI000100,ORD00036,P0365,3,51250.0,0.0,153750.0
OI000101,ORD00036,P0318,3,57978.0,3478.68,170455.32
OI000102,ORD00037,P0064,1,6170.0,0.0,6170.0
OI000103,ORD00037,P0077,1,794.0,39.7,754.3
OI000104,ORD00038,P0399,2,295.0,29.5,560.5
OI000105,ORD00038,P0157,1,65240.0,1304.8,63935.2
OI000106,ORD00038,P0333,2,11480.0,0.0,22960.0
OI000107,ORD00038,P0216,2,2160.0,216.0,4104.0
OI000108,ORD00039,P0235,1,1960.0,0.0,1960.0
OI000109,ORD00039,P0092,1,593.6,0.0,593.6
OI000110,ORD00039,P0243,2,1389.0,0.0,2778.0
OI000111,ORD00039,P0205,1,1770.0,35.4,1734.6
OI000112,ORD00040,P0335,3,323.2,0.0,969.6
OI000113,ORD00040,P0070,1,1650.0,0.0,1650.0
OI000114,ORD00040,P0014,2,348.3,0.0,696.6
OI000115,ORD00040,P0034,1,2646.0,0.0,2646.0
OI000116,ORD00040,P0315,1,582.3,0.0,582.3
OI000117,ORD00041,P0107,1,1719.5,0.0,1719.5
OI000118,ORD00041,P0304,2,28441.0,0.0,56882.0
OI000119,ORD00041,P0135,1,10960.0,0.0,10960.0
OI000120,ORD00041,P0316,2,6298.5,0.0,12597.0
OI000121,ORD00041,P0260,3,352.0,0.0,1056.0
OI000122,ORD00042,P0232,3,25740.0,0.0,77220.0
OI000123,ORD00042,P0285,2,870.0,87.0,1653.0
OI000124,ORD00042,P0267,3,69400.0,4164.0,204036.0
OI000125,ORD00042,P0297,3,3416.0,0.0,10248.0
OI000126,ORD00043,P0316,1,6298.5,0.0,6298.5
OI000127,ORD00043,P0381,3,639.0,0.0,1917.0
OI000128,ORD00044,P0321,2,170.4,17.04,323.76
OI000129,ORD00044,P0222,2,441.0,0.0,882.0
OI000130,ORD00045,P0268,3,12320.0,0.0,36960.0
OI000131,ORD00045,P0183,2,1044.0,104.4,1983.6
OI000132,ORD00046,P0125,3,608.0,0.0,1824.0
OI000133,ORD00047,P0331,3,5200.0,0.0,15600.0
OI000134,ORD00048,P0013,2,645.75,0.0,1291.5
OI000135,ORD00049,P0212,1,424.8,21.24,403.56
OI000136,ORD00050,P0371,2,2180.0,218.0,4142.0
OI000137,ORD00051,P0054,1,1603.0,0.0,1603.0
OI000138,ORD00051,P0134,1,12300.0,0.0,12300.0
OI000139,ORD00052,P0152,1,726.75,0.0,726.75
OI000140,ORD00052,P0329,2,771.4,0.0,1542.8
OI000141,ORD00052,P0112,3,1026.0,0.0,3078.0
OI000142,ORD00052,P0044,1,11970.0,0.0,11970.0
OI000143,ORD00052,P0260,1,352.0,7.04,344.96
OI000144,ORD00053,P0275,3,42363.0,0.0,127089.0
OI000145,ORD00053,P0241,1,117.6,2.35,115.25
OI000146,ORD00053,P0242,3,689.0,0.0,2067.0
OI000147,ORD00054,P0058,1,4869.0,243.45,4625.55
OI000148,ORD00055,P0357,1,7182.5,0.0,7182.5
OI000149,ORD00055,P0035,3,34218.0,0.0,102654.0
OI000150,ORD00055,P0378,1,1246.95,62.35,1184.6
OI000151,ORD00056,P0386,3,981.75,0.0,2945.25
OI000152,ORD00056,P0325,2,3390.0,0.0,6780.0
OI000153,ORD00056,P0045,1,2888.0,0.0,2888.0
OI000154,ORD00056,P0385,3,813.0,0.0,2439.0
OI000155,ORD00056,P0324,2,319.2,0.0,638.4
OI000156,ORD00057,P0165,2,2259.0,0.0,4518.0
OI000157,ORD00057,P0394,3,1550.0,0.0,4650.0
OI000158,ORD00057,P0309,2,4870.0,0.0,9740.0
OI000159,ORD00057,P0258,2,132.0,13.2,250.8
OI000160,ORD00058,P0295,1,3667.5,183.38,3484.12
OI000161,ORD00058,P0148,1,855.95,0.0,855.95
OI000162,ORD00058,P0088,1,52820.0,0.0,52820.0
OI000163,ORD00058,P0224,2,44082.0,1763.28,86400.72
OI000164,ORD00059,P0110,3,116.0,0.0,348.0
OI000165,ORD00060,P0322,2,8527.5,341.1,16713.9
OI000166,ORD00060,P0168,3,8036.0,0.0,24108.0
OI000167,ORD00060,P0183,2,1044.0,0.0,2088.0
OI000168,ORD00060,P0049,2,37323.0,0.0,74646.0
OI000169,ORD00061,P0236,3,6860.0,1029.0,19551.0
OI000170,ORD00061,P0065,3,6460.0,969.0,18411.0
OI000171,ORD00062,P0284,2,169.0,0.0,338.0
OI000172,ORD00062,P0380,2,23597.0,943.88,46250.12
OI000173,ORD00063,P0260,2,352.0,35.2,668.8
OI000174,ORD00063,P0099,1,2871.0,0.0,2871.0
OI000175,ORD00063,P0137,1,4372.5,0.0,4372.5
OI000176,ORD00064,P0337,1,3771.0,0.0,3771.0
OI000177,ORD00065,P0055,2,7923.0,316.92,15529.08
OI000178,ORD00065,P0144,1,1928.5,0.0,1928.5
OI000179,ORD00065,P0106,2,1952.0,78.08,3825.92
OI000180,ORD00066,P0125,2,608.0,60.8,1155.2
OI000181,ORD00067,P0222,2,441.0,0.0,882.0
OI000182,ORD00068,P0319,3,3672.0,0.0,11016.0
OI000183,ORD00068,P0210,3,1050.6,0.0,3151.8
OI000184,ORD00069,P0103,3,24800.0,1488.0,72912.0
OI000185,ORD00069,P0266,3,30160.0,0.0,90480.0
OI000186,ORD00069,P0179,3,3315.0,198.9,9746.1
OI000187,ORD00069,P0052,3,596.7,0.0,1790.1
OI000188,ORD00070,P0063,2,2286.0,0.0,4572.0
OI000189,ORD00070,P0374,2,1995.0,0.0,3990.0
OI000190,ORD00070,P0315,2,582.3,23.29,1141.31
OI000191,ORD00071,P0206,1,774.0,15.48,758.52
OI000192,ORD00071,P0270,2,2265.0,0.0,4530.0
OI000193,ORD00072,P0075,2,2147.0,85.88,4208.12
OI000194,ORD00072,P0181,2,177.0,17.7,336.3
OI000195,ORD00072,P0342,3,194.65,0.0,583.95
OI000196,ORD00072,P0328,2,805.0,0.0,1610.0
OI000197,ORD00073,P0144,2,1928.5,0.0,3857.0
OI000198,ORD00073,P0184,2,16507.0,660.28,32353.72
OI000199,ORD00073,P0126,2,7938.0,793.8,15082.2
OI000200,ORD00073,P0336,3,2520.0,0.0,7560.0
OI000201,ORD00074,P0072,2,875.7,87.57,1663.83
OI000202,ORD00074,P0272,1,635.0,0.0,635.0
OI000203,ORD00075,P0096,1,26621.0,0.0,26621.0
OI000204,ORD00075,P0398,2,24984.0,2498.4,47469.6
OI000205,ORD00075,P0232,1,25740.0,1287.0,24453.0
OI000206,ORD00075,P0178,3,85950.0,12892.5,244957.5
OI000207,ORD00076,P0225,3,2412.0,0.0,7236.0
OI000208,ORD00077,P0240,1,7990.0,159.8,7830.2
OI000209,ORD00078,P0341,2,5664.0,226.56,11101.44
OI000210,ORD00078,P0152,2,726.75,0.0,1453.5
OI000211,ORD00078,P0239,1,281.6,0.0,281.6
OI000212,ORD00079,P0018,1,730.0,0.0,730.0
OI000213,ORD00079,P0110,1,116.0,0.0,116.0
OI000214,ORD00079,P0368,2,338.4,13.54,663.26
OI000215,ORD00079,P0213,3,414.9,62.23,1182.47
OI000216,ORD00079,P0321,1,170.4,0.0,170.4
OI000217,ORD00080,P0207,3,6867.0,0.0,20601.0
OI000218,ORD00080,P0171,1,67370.0,1347.4,66022.6
OI000219,ORD00080,P0258,1,132.0,0.0,132.0
OI000220,ORD00080,P0140,1,391.0,0.0,391.0
OI000221,ORD00081,P0294,2,315.9,0.0,631.8
OI000222,ORD00081,P0026,1,7047.0,0.0,7047.0
OI000223,ORD00082,P0321,3,170.4,25.56,485.64
OI000224,ORD00082,P0345,3,1413.6,0.0,4240.8
OI000225,ORD00082,P0357,1,7182.5,0.0,7182.5
OI000226,ORD00083,P0007,3,889.5,0.0,2668.5
OI000227,ORD00083,P0189,2,2637.0,0.0,5274.0
OI000228,ORD00083,P0072,2,875.7,0.0,1751.4
OI000229,ORD00083,P0159,2,11007.5,0.0,22015.0
OI000230,ORD00083,P0288,2,3521.0,352.1,6689.9
OI000231,ORD00084,P0208,1,8140.0,162.8,7977.2
OI000232,ORD00084,P0229,3,5392.5,808.88,15368.62
OI000233,ORD00084,P0035,3,34218.0,0.0,102654.0
OI000234,ORD00085,P0008,2,427.0,0.0,854.0
OI000235,ORD00086,P0292,2,204.0,0.0,408.0
OI000236,ORD00086,P0125,1,608.0,0.0,608.0
OI000237,ORD00087,P0027,1,15750.0,787.5,14962.5
OI000238,ORD00087,P0368,1,338.4,6.77,331.63
OI000239,ORD00087,P0017,2,1344.25,0.0,2688.5
OI000240,ORD00087,P0006,3,5196.5,779.48,14810.02
OI000241,ORD00087,P0032,1,873.0,17.46,855.54
OI000242,ORD00088,P0060,2,1035.0,0.0,2070.0
OI000243,ORD00089,P0032,3,873.0,130.95,2488.05
OI000244,ORD00089,P0319,2,3672.0,367.2,6976.8
OI000245,ORD00090,P0351,3,922.5,0.0,2767.5
OI000246,ORD00090,P0193,2,3094.0,0.0,6188.0
OI000247,ORD00091,P0022,1,338.2,0.0,338.2
OI000248,ORD00091,P0148,3,855.95,51.36,2516.49
OI000249,ORD00091,P0073,2,43839.0,4383.9,83294.1
OI000250,ORD00091,P0293,1,1341.0,67.05,1273.95
OI000251,ORD00092,P0106,3,1952.0,0.0,5856.0
OI000252,ORD00092,P0131,2,20205.0,808.2,39601.8
OI000253,ORD00093,P0133,2,10760.0,1076.0,20444.0
OI000254,ORD00093,P0268,3,12320.0,0.0,36960.0
OI000255,ORD00093,P0165,1,2259.0,0.0,2259.0
OI000256,ORD00094,P0077,2,794.0,0.0,1588.0
OI000257,ORD00094,P0127,2,2488.0,99.52,4876.48
OI000258,ORD00094,P0023,1,4870.0,0.0,4870.0
OI000259,ORD00094,P0253,2,1485.0,148.5,2821.5
OI000260,ORD00095,P0110,2,116.0,4.64,227.36
OI000261,ORD00095,P0134,1,12300.0,246.0,12054.0
OI000262,ORD00095,P0399,3,295.0,44.25,840.75
OI000263,ORD00096,P0027,1,15750.0,787.5,14962.5
OI000264,ORD00097,P0290,3,214.2,0.0,642.6
OI000265,ORD00097,P0120,3,9603.0,1440.45,27368.55
OI000266,ORD00098,P0132,2,876.35,0.0,1752.7
OI000267,ORD00099,P0248,1,16444.5,0.0,16444.5
OI000268,ORD00099,P0029,1,102.6,0.0,102.6
OI000269,ORD00099,P0052,3,596.7,0.0,1790.1
OI000270,ORD00100,P0087,1,927.0,0.0,927.0
OI000271,ORD00100,P0226,3,10590.0,0.0,31770.0
OI000272,ORD00101,P0192,1,129.5,2.59,126.91
OI000273,ORD00101,P0384,1,8334.0,0.0,8334.0
OI000274,ORD00101,P0072,2,875.7,0.0,1751.4
OI000275,ORD00101,P0399,2,295.0,0.0,590.0
OI000276,ORD00101,P0229,2,5392.5,0.0,10785.0
OI000277,ORD00102,P0077,2,794.0,31.76,1556.24
OI000278,ORD00103,P0252,1,1359.45,0.0,1359.45
OI000279,ORD00104,P0109,2,1809.0,0.0,3618.0
OI000280,ORD00104,P0287,2,9270.0,0.0,18540.0
OI000281,ORD00104,P0245,2,616.5,24.66,1208.34
OI000282,ORD00105,P0372,2,6732.0,0.0,13464.0
OI000283,ORD00106,P0270,2,2265.0,0.0,4530.0
OI000284,ORD00106,P0147,2,23805.0,0.0,47610.0
OI000285,ORD00106,P0096,2,26621.0,2662.1,50579.9
OI000286,ORD00106,P0185,1,1830.0,0.0,1830.0
OI000287,ORD00107,P0375,1,2466.0,0.0,2466.0
OI000288,ORD00107,P0254,1,2302.5,115.12,2187.38
OI000289,ORD00107,P0390,3,2235.5,0.0,6706.5
OI000290,ORD00107,P0141,3,74679.5,0.0,224038.5
OI000291,ORD00108,P0178,3,85950.0,5157.0,252693.0
OI000292,ORD00108,P0172,1,963.0,0.0,963.0
OI000293,ORD00108,P0145,2,720.9,28.84,1412.96
OI000294,ORD00109,P0003,2,79590.0,7959.0,151221.0
OI000295,ORD00109,P0183,1,1044.0,0.0,1044.0
OI000296,ORD00109,P0267,2,69400.0,0.0,138800.0
OI000297,ORD00110,P0014,3,348.3,0.0,1044.9
OI000298,ORD00110,P0272,1,635.0,0.0,635.0
OI000299,ORD00111,P0016,3,2751.0,0.0,8253.0
OI000300,ORD00111,P0010,2,11568.0,0.0,23136.0
OI000301,ORD00111,P0050,3,66460.0,9969.0,189411.0
OI000302,ORD00111,P0358,2,1111.0,111.1,2110.9
OI000303,ORD00112,P0253,3,1485.0,222.75,4232.25
OI000304,ORD00113,P0343,2,279.2,11.17,547.23
OI000305,ORD00113,P0294,1,315.9,0.0,315.9
OI000306,ORD00114,P0124,3,48142.5,2888.55,141538.95
OI000307,ORD00114,P0172,3,963.0,0.0,2889.0
OI000308,ORD00115,P0181,3,177.0,0.0,531.0
OI000309,ORD00115,P0128,2,504.0,0.0,1008.0
OI000310,ORD00115,P0217,3,197.1,0.0,591.3
OI000311,ORD00116,P0398,1,24984.0,1249.2,23734.8
OI000312,ORD00116,P0233,2,400.5,40.05,760.95
OI000313,ORD00116,P0325,2,3390.0,339.0,6441.0
OI000314,ORD00116,P0024,1,587.7,29.39,558.31
OI000315,ORD00116,P0021,1,246.0,0.0,246.0
OI000316,ORD00117,P0062,3,12901.0,0.0,38703.0
OI000317,ORD00117,P0031,1,1080.0,21.6,1058.4
OI000318,ORD00117,P0305,3,11367.0,1705.05,32395.95
OI000319,ORD00118,P0377,3,1716.0,257.4,4890.6
OI000320,ORD00118,P0045,2,2888.0,115.52,5660.48
OI000321,ORD00119,P0245,2,616.5,0.0,1233.0
OI000322,ORD00119,P0241,1,117.6,0.0,117.6
OI000323,ORD00120,P0084,2,5925.0,0.0,11850.0
OI000324,ORD00120,P0123,2,242.4,0.0,484.8
OI000325,ORD00120,P0166,2,2070.0,0.0,4140.0
OI000326,ORD00120,P0286,1,3915.0,0.0,3915.0
OI000327,ORD00120,P0167,3,1932.0,0.0,5796.0
OI000328,ORD00121,P0347,2,757.5,0.0,1515.0
OI000329,ORD00121,P0379,3,154.7,0.0,464.1
OI000330,ORD00121,P0080,1,36824.0,0.0,36824.0
OI000331,ORD00122,P0066,3,21582.0,3237.3,61508.7
OI000332,ORD00122,P0212,1,424.8,8.5,416.3
OI000333,ORD00122,P0053,2,2260.0,226.0,4294.0
OI000334,ORD00122,P0003,1,79590.0,1591.8,77998.2
OI000335,ORD00122,P0211,2,1030.0,103.0,1957.0
OI000336,ORD00123,P0285,2,870.0,0.0,1740.0
OI000337,ORD00123,P0305,1,11367.0,227.34,11139.66
OI000338,ORD00124,P0119,2,1730.0,0.0,3460.0
OI000339,ORD00124,P0046,3,900.0,0.0,2700.0
OI000340,ORD00125,P0275,2,42363.0,4236.3,80489.7
OI000341,ORD00125,P0397,3,468.75,28.12,1378.13
OI000342,ORD00126,P0232,1,25740.0,1287.0,24453.0
OI000343,ORD00126,P0006,1,5196.5,0.0,5196.5
OI000344,ORD00126,P0347,2,757.5,0.0,1515.0
OI000345,ORD00127,P0320,2,39358.5,3935.85,74781.15
OI000346,ORD00127,P0301,3,187.15,0.0,561.45
OI000347,ORD00128,P0354,1,253.8,12.69,241.11
OI000348,ORD00128,P0176,2,55928.0,5592.8,106263.2
OI000349,ORD00128,P0261,1,6880.0,344.0,6536.0
OI000350,ORD00128,P0216,1,2160.0,43.2,2116.8
OI000351,ORD00128,P0324,1,319.2,0.0,319.2
OI000352,ORD00129,P0284,2,169.0,0.0,338.0
OI000353,ORD00129,P0003,3,79590.0,0.0,238770.0
OI000354,ORD00129,P0156,3,5500.5,0.0,16501.5
OI000355,ORD00130,P0074,2,2356.0,235.6,4476.4
OI000356,ORD00130,P0295,1,3667.5,0.0,3667.5
OI000357,ORD00130,P0102,1,509.0,25.45,483.55
OI000358,ORD00131,P0314,1,1599.7,79.99,1519.71
OI000359,ORD00131,P0221,2,7038.0,0.0,14076.0
OI000360,ORD00131,P0032,3,873.0,0.0,2619.0
OI000361,ORD00131,P0333,2,11480.0,0.0,22960.0
OI000362,ORD00132,P0011,2,13991.0,1399.1,26582.9
OI000363,ORD00132,P0028,1,29984.0,599.68,29384.32
OI000364,ORD00132,P0113,1,498.0,24.9,473.1
OI000365,ORD00133,P0234,2,4290.0,0.0,8580.0
OI000366,ORD00133,P0156,1,5500.5,110.01,5390.49
OI000367,ORD00133,P0215,3,12010.5,1801.58,34229.92
OI000368,ORD00133,P0309,1,4870.0,97.4,4772.6
OI000369,ORD00133,P0130,2,4100.0,164.0,8036.0
OI000370,ORD00134,P0149,2,3784.0,378.4,7189.6
OI000371,ORD00134,P0203,2,595.0,0.0,1190.0
OI000372,ORD00134,P0288,2,3521.0,0.0,7042.0
OI000373,ORD00134,P0186,1,54045.5,1080.91,52964.59
OI000374,ORD00134,P0059,2,1367.1,136.71,2597.49
OI000375,ORD00135,P0175,3,37540.0,0.0,112620.0
OI000376,ORD00135,P0080,1,36824.0,0.0,36824.0
OI000377,ORD00135,P0124,2,48142.5,4814.25,91470.75
OI000378,ORD00136,P0323,1,3876.0,0.0,3876.0
OI000379,ORD00136,P0298,2,312.2,31.22,593.18
OI000380,ORD00137,P0189,1,2637.0,52.74,2584.26
OI000381,ORD00137,P0274,3,2320.0,348.0,6612.0
OI000382,ORD00138,P0198,3,385.0,0.0,1155.0
OI000383,ORD00138,P0015,2,31560.0,0.0,63120.0
OI000384,ORD00138,P0337,2,3771.0,0.0,7542.0
OI000385,ORD00138,P0368,3,338.4,0.0,1015.2
OI000386,ORD00139,P0153,3,792.4,0.0,2377.2
OI000387,ORD00139,P0099,1,2871.0,0.0,2871.0
OI000388,ORD00139,P0034,2,2646.0,0.0,5292.0
OI000389,ORD00140,P0142,3,2380.0,0.0,7140.0
OI000390,ORD00140,P0091,2,184.0,0.0,368.0
OI000391,ORD00140,P0016,3,2751.0,165.06,8087.94
OI000392,ORD00140,P0188,1,15861.0,317.22,15543.78
OI000393,ORD00141,P0347,1,757.5,15.15,742.35
OI000394,ORD00142,P0323,3,3876.0,0.0,11628.0
OI000395,ORD00142,P0327,3,165.75,9.95,487.3
OI000396,ORD00142,P0092,3,593.6,89.04,1691.76
OI000397,ORD00143,P0336,3,2520.0,0.0,7560.0
OI000398,ORD00143,P0147,1,23805.0,0.0,23805.0
OI000399,ORD00143,P0022,1,338.2,0.0,338.2
OI000400,ORD00143,P0300,1,1547.1,0.0,1547.1
OI000401,ORD00144,P0227,3,307.8,18.47,904.93
OI000402,ORD00144,P0175,3,37540.0,0.0,112620.0
OI000403,ORD00144,P0355,3,478.0,0.0,1434.0
OI000404,ORD00144,P0258,2,132.0,13.2,250.8
OI000405,ORD00144,P0379,1,154.7,3.09,151.61
OI000406,ORD00145,P0134,1,12300.0,0.0,12300.0
OI000407,ORD00145,P0128,2,504.0,0.0,1008.0
OI000408,ORD00146,P0122,1,550.0,27.5,522.5
OI000409,ORD00146,P0362,3,9486.0,569.16,27888.84
OI000410,ORD00146,P0124,1,48142.5,0.0,48142.5
OI000411,ORD00147,P0390,3,2235.5,0.0,6706.5
OI000412,ORD00147,P0087,3,927.0,55.62,2725.38
OI000413,ORD00147,P0347,2,757.5,0.0,1515.0
OI000414,ORD00148,P0101,3,461.3,0.0,1383.9
OI000415,ORD00148,P0057,2,1809.0,0.0,3618.0
OI000416,ORD00149,P0240,2,7990.0,0.0,15980.0
OI000417,ORD00150,P0165,3,2259.0,0.0,6777.0
OI000418,ORD00150,P0005,3,493.5,74.03,1406.47
OI000419,ORD00150,P0184,3,16507.0,0.0,49521.0
OI000420,ORD00150,P0047,3,3654.0,0.0,10962.0
OI000421,ORD00151,P0350,3,18711.0,0.0,56133.0
OI000422,ORD00151,P0087,3,927.0,139.05,2641.95
OI000423,ORD00151,P0053,2,2260.0,90.4,4429.6
OI000424,ORD00152,P0130,1,4100.0,205.0,3895.0
OI000425,ORD00152,P0123,3,242.4,14.54,712.66
OI000426,ORD00152,P0030,1,452.7,0.0,452.7
OI000427,ORD00152,P0022,2,338.2,13.53,662.87
OI000428,ORD00153,P0227,3,307.8,18.47,904.93
OI000429,ORD00154,P0262,1,827.25,0.0,827.25
OI000430,ORD00154,P0218,3,610.4,36.62,1794.58
OI000431,ORD00154,P0074,2,2356.0,0.0,4712.0
OI000432,ORD00154,P0146,2,235.2,0.0,470.4
OI000433,ORD00155,P0101,1,461.3,23.07,438.23
OI000434,ORD00155,P0241,2,117.6,11.76,223.44
OI000435,ORD00156,P0031,3,1080.0,0.0,3240.0
OI000436,ORD00156,P0371,3,2180.0,327.0,6213.0
OI000437,ORD00156,P0347,2,757.5,0.0,1515.0
OI000438,ORD00156,P0170,2,4068.0,0.0,8136.0
OI000439,ORD00157,P0076,2,13450.0,1345.0,25555.0
OI000440,ORD00157,P0339,3,1422.4,85.34,4181.86
OI000441,ORD00157,P0297,2,3416.0,341.6,6490.4
OI000442,ORD00158,P0058,3,4869.0,0.0,14607.0
OI000443,ORD00158,P0114,1,4329.0,216.45,4112.55
OI000444,ORD00158,P0130,3,4100.0,0.0,12300.0
OI000445,ORD00159,P0263,3,1287.0,193.05,3667.95
OI000446,ORD00160,P0388,3,9162.0,1374.3,26111.7
OI000447,ORD00160,P0059,1,1367.1,27.34,1339.76
OI000448,ORD00160,P0321,3,170.4,10.22,500.98
OI000449,ORD00161,P0208,2,8140.0,0.0,16280.0
OI000450,ORD00161,P0122,1,550.0,27.5,522.5
OI000451,ORD00161,P0025,1,493.05,9.86,483.19
OI000452,ORD00162,P0373,2,11673.0,0.0,23346.0
OI000453,ORD00163,P0183,1,1044.0,52.2,991.8
OI000454,ORD00163,P0370,2,1501.0,0.0,3002.0
OI000455,ORD00163,P0251,2,25200.0,2520.0,47880.0
OI000456,ORD00164,P0011,1,13991.0,0.0,13991.0
OI000457,ORD00164,P0298,2,312.2,0.0,624.4
